   0.69897 -0.14758421E+01
   0.77815 -0.16656667E+01
   0.84510 -0.18205437E+01
   0.90309 -0.19515422E+01
   0.95424 -0.20651316E+01
   1.00000 -0.21654412E+01
   1.04139 -0.22552755E+01
   1.07918 -0.23366299E+01
   1.11394 -0.24109759E+01
   1.14613 -0.24794308E+01
   1.17609 -0.25428636E+01
   1.20412 -0.26019632E+01
   1.23045 -0.26572856E+01
   1.25527 -0.27092860E+01
   1.27875 -0.27583417E+01
   1.30103 -0.28047691E+01
   1.32222 -0.28488360E+01
   1.34242 -0.28907712E+01
   1.36173 -0.29307718E+01
   1.38021 -0.29690088E+01
   1.39794 -0.30056312E+01
   1.41497 -0.30407700E+01
   1.43136 -0.30745410E+01
   1.44716 -0.31070467E+01
   1.46240 -0.31383786E+01
   1.47712 -0.31686186E+01
   1.49136 -0.31978404E+01
   1.50515 -0.32261102E+01
   1.51851 -0.32534883E+01
   1.53148 -0.32800291E+01
   1.54407 -0.33057825E+01
   1.55630 -0.33307938E+01
   1.56820 -0.33551047E+01
   1.57978 -0.33787532E+01
   1.59106 -0.34017746E+01
   1.60206 -0.34242013E+01
   1.61278 -0.34460632E+01
   1.62325 -0.34673882E+01
   1.63347 -0.34882019E+01
   1.64345 -0.35085283E+01
   1.65321 -0.35283897E+01
   1.66276 -0.35478070E+01
   1.67210 -0.35667995E+01
   1.68124 -0.35853855E+01
   1.69020 -0.36035819E+01
   1.69897 -0.36214049E+01
   1.70757 -0.36388694E+01
   1.71600 -0.36559895E+01
   1.72428 -0.36727787E+01
   1.73239 -0.36892494E+01
   1.74036 -0.37054134E+01
   1.74819 -0.37212821E+01
   1.75587 -0.37368661E+01
   1.76343 -0.37521752E+01
   1.77085 -0.37672192E+01
   1.77815 -0.37820070E+01
   1.78533 -0.37965472E+01
   1.79239 -0.38108479E+01
   1.79934 -0.38249169E+01
   1.80618 -0.38387617E+01
   1.81291 -0.38523892E+01
   1.81954 -0.38658061E+01
   1.82607 -0.38790189E+01
   1.83251 -0.38920338E+01
   1.83885 -0.39048564E+01
   1.84510 -0.39174925E+01
   1.85126 -0.39299473E+01
   1.85733 -0.39422261E+01
   1.86332 -0.39543336E+01
   1.86923 -0.39662747E+01
   1.87506 -0.39780539E+01
   1.88081 -0.39896754E+01
   1.88649 -0.40011434E+01
   1.89209 -0.40124620E+01
   1.89763 -0.40236350E+01
   1.90309 -0.40346661E+01
   1.90849 -0.40455588E+01
   1.91381 -0.40563165E+01
   1.91908 -0.40669427E+01
   1.92428 -0.40774404E+01
   1.92942 -0.40878128E+01
   1.93450 -0.40980627E+01
   1.93952 -0.41081931E+01
   1.94448 -0.41182066E+01
   1.94939 -0.41281061E+01
   1.95424 -0.41378939E+01
   1.95904 -0.41475727E+01
   1.96379 -0.41571448E+01
   1.96848 -0.41666126E+01
   1.97313 -0.41759783E+01
   1.97772 -0.41852440E+01
   1.98227 -0.41944120E+01
   1.98677 -0.42034842E+01
   1.99123 -0.42124626E+01
   1.99564 -0.42213491E+01
   2.00000 -0.42301456E+01
   2.00432 -0.42388540E+01
   2.00860 -0.42474758E+01
   2.01284 -0.42560130E+01
   2.01703 -0.42644670E+01
   2.02119 -0.42728395E+01
   2.02531 -0.42811321E+01
   2.02938 -0.42893463E+01
   2.03342 -0.42974835E+01
   2.03743 -0.43055452E+01
   2.04139 -0.43135327E+01
   2.04532 -0.43214475E+01
   2.04922 -0.43292908E+01
   2.05308 -0.43370638E+01
   2.05690 -0.43447680E+01
   2.06070 -0.43524044E+01
   2.06446 -0.43599742E+01
   2.06819 -0.43674787E+01
   2.07188 -0.43749188E+01
   2.07555 -0.43822958E+01
   2.07918 -0.43896106E+01
   2.08279 -0.43968643E+01
   2.08636 -0.44040580E+01
   2.08991 -0.44111926E+01
   2.09342 -0.44182690E+01
   2.09691 -0.44252883E+01
   2.10037 -0.44322512E+01
   2.10380 -0.44391588E+01
   2.10721 -0.44460119E+01
   2.11059 -0.44528114E+01
   2.11394 -0.44595580E+01
   2.11727 -0.44662527E+01
   2.12057 -0.44728961E+01
   2.12385 -0.44794891E+01
   2.12710 -0.44860324E+01
   2.13033 -0.44925268E+01
   2.13354 -0.44989730E+01
   2.13672 -0.45053717E+01
   2.13988 -0.45117236E+01
   2.14301 -0.45180294E+01
   2.14613 -0.45242898E+01
   2.14922 -0.45305053E+01
   2.15229 -0.45366767E+01
   2.15534 -0.45428046E+01
   2.15836 -0.45488895E+01
   2.16137 -0.45549320E+01
   2.16435 -0.45609329E+01
   2.16732 -0.45668925E+01
